entidad,anio,mes,nro_puntos_ventas,nro_consumos,monto_facturado,nro_feriados,nro_dias_feriados,especie_monetaria_circulacion,liquidez_total_m2,oferta_monetaria_m1,monto_log,fecha,fin_de_anio,mom_pct,yoy_pct,shock_pandemia,rebote_pospandemia
datafast,2025,3,83609,15766883,772614170.2499998,1.0,2.0,122366.2,90599.4,31766.8,20.465290350314024,2025-03-01,False,11.500341358795385,-3.679172143200782,False,False
datafast,2025,4,84115,15521209,767911668.2200006,1.0,1.0,123384.0,91724.2,31659.8,20.459185270460868,2025-04-01,False,-0.6086481727972326,8.397567734632982,False,False
datafast,2025,5,85589,16335766,808189332.6899993,2.0,2.0,125208.9,93182.1,32026.8,20.51030691290958,2025-05-01,False,5.2450908270949,7.787652623726937,False,False
medianet,2016,1,12098,718075,42114458.0,1.0,1.0,11494.35,39773.99,18841.48,17.55590168386968,2016-01-01,True,-21.445088010892587,-84.93058516669223,False,False
medianet,2016,2,12077,706017,40905546.0,1.0,2.0,11504.23,39941.03,19250.48,17.52677623528888,2016-02-01,False,-2.870539138839212,-88.9410967245086,False,False
medianet,2016,3,12037,746328,44191211.0,1.0,1.0,11563.48,40394.85,19534.08,17.604036503750496,2016-03-01,False,8.032321582995117,-88.40034770704531,False,False
medianet,2016,4,12136,719212,45223977.0,0.0,0.0,12036.93,40546.65,19551.04,17.627137990869784,2016-04-01,False,2.337039371923977,-88.54194132277819,False,False
medianet,2016,5,12136,775291,46538053.0,1.0,1.0,12019.26,40646.73,19867.41,17.655780901470443,2016-05-01,False,2.905706413215281,-80.53140164350584,False,False
medianet,2016,6,12136,826285,47490228.0,0.0,0.0,12033.69,41331.59,20216.59,17.676034542581483,2016-06-01,False,2.0460138287263563,-37.42761372160387,False,False
medianet,2016,7,12136,686312,44922570.0,0.0,0.0,12161.62,41624.46,20253.32,17.620450921281247,2016-07-01,False,-5.406708091609924,-45.66728853420533,False,False
medianet,2016,8,12059,779863,47752634.0,1.0,1.0,12291.67,42704.33,20631.45,17.681544806614546,2016-08-01,False,6.29987108929877,-12.091022359625525,False,False
medianet,2016,9,12059,899972,52264979.0,0.0,0.0,12367.71,43257.45,20794.54,17.77183710628361,2016-09-01,False,9.449415921224368,0.32578395182625286,False,False
medianet,2016,10,12233,981626,53362441.0,1.0,1.0,12379.56,43617.73,20805.08,17.792617723142165,2016-10-01,False,2.0998037710873385,3.467092299747976,False,False
medianet,2016,11,12059,985274,55142533.0,2.0,2.0,12414.64,44001.39,21140.03,17.825431918252995,2016-11-01,False,3.335851896280384,7.998597453700418,False,False
medianet,2016,12,12059,1106907,65057546.0,1.0,1.0,13261.12,46188.27,22634.8,17.99078277464052,2016-12-01,True,17.98069921815162,21.350007644816582,False,False
medianet,2017,1,12059,591399,62082711.0,1.0,1.0,12979.48,45257.48,21912.19,17.943978118452062,2017-01-01,True,-4.572620983890174,47.41424667034775,False,False
medianet,2017,2,12059,669842,42550933.0,1.0,2.0,13147.25,45980.08,22193.52,17.566212363389045,2017-02-01,False,-31.460897382525708,4.022405665970097,False,False
medianet,2017,3,12059,760016,49280833.0,0.0,0.0,13301.04,47075.93,23032.94,17.713045800747633,2017-03-01,False,15.816104431834678,11.517272065705564,False,False
medianet,2017,4,12059,677586,43299800.0,1.0,1.0,13582.73,47310.79,22842.3,17.5836585971192,2017-04-01,False,-12.136631294361443,-4.2547717552571696,False,False
medianet,2017,5,12059,800243,52166866.0,2.0,2.0,13642.39,47129.41,22703.75,17.76995811952459,2017-05-01,False,20.47830705915501,12.0950762594215,False,False
medianet,2017,6,12059,813425,51884859.0,0.0,0.0,13730.2,47586.69,22824.91,17.764537590742844,2017-06-01,False,-0.5405864327751697,9.253758478481089,False,False
medianet,2017,7,10876,908117,56986738.0,0.0,0.0,13776.09,47499.92,22812.3,17.858329149609013,2017-07-01,False,9.833078663661787,26.855471536913413,False,False
medianet,2017,8,10853,886027,55255366.0,1.0,1.0,13943.51,47775.11,22992.93,17.82747603391582,2017-08-01,False,-3.038201625086878,15.711661057272774,False,False
medianet,2017,9,10641,855251,54530447.0,0.0,0.0,13965.81,47658.54,22779.33,17.8142697825296,2017-09-01,False,-1.3119431694652017,4.334581288170036,False,False
medianet,2017,10,10236,928028,55983853.0,1.0,1.0,14047.74,48166.55,23149.97,17.840573885698237,2017-10-01,False,2.6653109958918897,4.912466429337448,False,False
medianet,2017,11,10236,959363,61072967.0,2.0,2.0,14170.54,48835.51,23657.0,17.927579903985627,2017-11-01,False,9.090324669150585,10.754736275897958,False,False
medianet,2017,12,10420,995506,63442166.0,1.0,1.0,14858.68,50790.78,24530.51,17.96563929296726,2017-12-01,True,3.879292453566241,-2.483001741258428,False,False
medianet,2018,1,10420,898778,58258639.47,1.0,1.0,14492.2,49914.38,23951.93,17.880402973658573,2018-01-01,True,-8.17047534285006,-6.159640048579707,False,False
medianet,2018,2,10390,859242,55318040.93,1.0,2.0,14508.14,50338.67,24065.59,17.828609668798176,2018-02-01,False,-5.0474892080414,30.004296098513272,False,False
medianet,2018,3,10390,956182,64259346.86,1.0,1.0,14721.22,51152.9,24427.19,17.978437763141105,2018-03-01,False,16.163453693731512,30.394197800999013,False,False
medianet,2018,4,10390,798180,55554232.16,1.0,1.0,14863.0,51100.73,23979.42,17.832870275646947,2018-04-01,False,-13.546845907048489,28.301359729144227,False,False
medianet,2018,5,10390,1130927,70643856.37,1.0,1.0,14799.45,50897.41,23880.58,18.0731617187997,2018-05-01,False,27.16197060656127,35.419015529895944,False,False
medianet,2018,6,10389,953122,66537566.46,0.0,0.0,14910.82,51259.86,24057.5,18.013277270327,2018-06-01,False,-5.812663862081857,28.240815803315567,False,False
medianet,2018,7,10390,997421,68784451.53,0.0,0.0,15003.07,51299.67,23983.44,18.04648829669749,2018-07-01,False,3.3768669182554945,20.702559830674993,False,False
medianet,2018,8,10704,982486,71500115.33,1.0,1.0,15190.49,51663.34,24297.85,18.085209634655918,2018-08-01,False,3.9480780025055173,29.399405896614628,False,False
medianet,2018,9,10704,999233,70187061.0,0.0,0.0,15151.68,51720.47,24092.29,18.06667455001604,2018-09-01,False,-1.836436660192442,28.71169202042301,False,False
medianet,2018,10,10704,1043709,73702283.0,1.0,1.0,15327.62,51826.37,24261.75,18.115544347181405,2018-10-01,False,5.008361868863553,31.649179273173633,False,False
medianet,2018,11,10704,1094798,79218078.0,1.0,1.0,15346.37,52167.68,24542.6,18.187715100936995,2018-11-01,False,7.48388621828715,29.710544437770636,False,False
medianet,2018,12,10704,1222536,84639333.0,1.0,2.0,15915.87,53664.74,25259.94,18.253909657423268,2018-12-01,True,6.843456868519326,33.4117958709039,False,False
medianet,2019,1,21139,2187556,106537824.60000008,1.0,1.0,15501.35,52873.4,24643.71,18.484010650008887,2019-01-01,True,,,False,False
medianet,2019,2,21110,2113078,106997132.92,0.0,0.0,15514.71,53416.42,24901.06,18.48831260627304,2019-02-01,False,0.43112230020128095,,False,False
medianet,2019,3,21533,2380785,118482559.9900001,1.0,2.0,15616.17,53747.06,24995.89,18.590276343068332,2019-03-01,False,10.73433161857482,,False,False
medianet,2019,4,21736,2320204,118694769.71000002,1.0,1.0,15794.43,54011.82,24883.39,18.592065803933806,2019-04-01,False,0.17910629211408402,,False,False
medianet,2019,5,21718,2373813,118521412.68000008,2.0,2.0,15811.22,54009.15,24695.29,18.59060420837441,2019-05-01,False,-0.14605279611181743,,False,False
medianet,2019,6,21595,2371144,108641558.01000002,0.0,0.0,15845.23,54271.29,24720.54,18.50356457191102,2019-06-01,False,-8.335923818825053,,False,False
medianet,2019,7,21589,2392340,112144297.68999995,0.0,0.0,15891.79,54680.12,24921.39,18.53529698116926,2019-07-01,False,3.224125044007109,,False,False
medianet,2019,8,21690,2402980,121616322.46000008,1.0,1.0,16135.62,55371.99,25033.94,18.61638175746736,2019-08-01,False,8.446283016710865,,False,False
medianet,2019,9,21803,2372118,111292036.85000004,0.0,0.0,16047.57,55160.34,24989.0,18.52766827595098,2019-09-01,False,-8.489226940237183,,False,False
medianet,2019,10,27578,2317640,120216870.42999998,1.0,1.0,16394.3,55772.32,25209.84,18.60480793153013,2019-10-01,False,8.019292154773726,,False,False
medianet,2019,11,29009,2485278,132814148.62999997,2.0,2.0,16390.25,56147.25,25363.35,18.704461337749404,2019-11-01,False,10.478793995336243,,False,False
medianet,2019,12,31925,3281976,191108674.33000004,1.0,1.0,16966.2,57967.69,26196.71,19.068352804988052,2019-12-01,True,43.8918039239929,,False,False
medianet,2020,1,30489,2683149,152041122.58999985,1.0,1.0,16682.28,57594.5,25715.65,18.839661592152726,2020-01-01,True,-20.44258424007466,42.71093216033221,False,False
medianet,2020,2,30121,2579097,145559301.12000003,1.0,2.0,16683.73,58187.41,26136.51,18.796094136247717,2020-02-01,False,-4.263202849060088,36.04037523961725,False,False
medianet,2020,3,28269,1860682,119232206.71999978,0.0,0.0,17135.95,57896.9,26319.28,18.596583475091638,2020-03-01,False,-18.08685133648452,0.6327063916098163,False,False
medianet,2020,4,14261,699450,52523507.97000003,1.0,1.0,17848.07,58463.93,26715.36,17.776771417238635,2020-04-01,False,-55.948556673664385,-55.749096528576914,True,False
medianet,2020,5,19657,861275,60983664.84000005,2.0,2.0,18152.7,58949.96,27138.48,17.92611661316521,2020-05-01,False,16.107372102473107,-48.54628926449613,False,False
medianet,2020,6,25703,1464694,94332557.85999988,0.0,0.0,18209.89,59394.0,27401.06,18.362336956941036,2020-06-01,False,54.684960484903186,-13.170834818737642,False,False
medianet,2020,7,26141,1789232,107178158.83999994,0.0,0.0,18019.86,59501.88,27144.52,18.490003053008802,2020-07-01,False,13.617356797495495,-4.428347185095305,False,False
medianet,2020,8,26357,2131806,118561245.45999987,1.0,1.0,17943.98,60086.98,27274.79,18.59094023278337,2020-08-01,False,10.620714838918888,-2.5120616527481543,False,False
medianet,2020,9,27451,2352145,127528083.08,0.0,0.0,17850.41,60492.98,27283.21,18.663847165601595,2020-09-01,False,7.56304270017587,14.588686387223726,False,False
medianet,2020,10,29055,2947689,146760241.52999967,1.0,1.0,17528.51,61464.41,27320.85,18.804310810011994,2020-10-01,False,15.080724171110681,22.07957253009294,False,False
medianet,2020,11,29185,2965484,153457710.41000003,2.0,2.0,17432.26,61319.57,27491.46,18.848935591335287,2020-11-01,False,4.5635444655706126,15.543194752171985,False,False
medianet,2020,12,29949,3675525,187875150.73999995,1.0,1.0,17959.92,63821.32,28409.5,19.051288213701756,2020-12-01,True,22.42796418508086,-1.6919815918018166,False,False
medianet,2021,1,28515,2986743,143630122.74999982,1.0,1.0,17679.28,63141.97,27826.33,18.782751967996436,2021-01-01,True,-23.550228870464483,-5.532055865360497,False,False
medianet,2021,2,26549,2824259,134894549.14999995,1.0,2.0,17660.98,63199.85,27818.05,18.720003921177334,2021-02-01,False,-6.081992713467821,-7.326740296182099,False,False
medianet,2021,3,26124,3279572,156835844.37999997,0.0,0.0,17737.47,63928.88,28433.19,18.870710245494067,2021-03-01,False,16.265516559606684,31.53815457622713,False,False
medianet,2021,4,25355,3056383,152235716.2399997,2.0,2.0,17930.83,64332.16,28241.93,18.840940648922203,2021-04-01,False,-2.9330846900371355,189.8430095852557,False,True
medianet,2021,5,22156,2267353,106316719.42000005,1.0,1.0,17934.3,64513.99,28295.87,18.48193312558049,2021-05-01,False,-30.16309047188922,74.33638942319749,False,False
medianet,2021,6,22905,2605112,115670747.62999997,0.0,0.0,17907.24,65050.55,28252.74,18.5662583393696,2021-06-01,False,8.798266407231026,22.62017510610532,False,False
medianet,2021,7,23411,2854952,123320428.02999996,0.0,0.0,17925.17,65724.75,28472.71,18.630296639973903,2021-07-01,False,6.613323209831146,15.061155523391534,False,False
medianet,2021,8,23964,2854296,127254799.9499999,1.0,1.0,17956.22,66318.48,28673.3,18.661701941170435,2021-08-01,False,3.1903651186183213,7.332543156298943,False,False
medianet,2021,9,26537,2735061,123067419.75,0.0,0.0,17965.89,67114.03,28930.55,18.628242899343793,2021-09-01,False,-3.2905479413312344,-3.497789053413247,False,False
medianet,2021,10,24650,2825301,126261035.12999985,1.0,1.0,18273.42,67692.77,29161.43,18.653862037190372,2021-10-01,False,2.59501286895214,-13.967820021480081,False,False
medianet,2021,11,23458,2797591,128947480.2299998,2.0,2.0,18128.51,67919.47,29428.06,18.67491575718112,2021-11-01,False,2.1276913318776014,-15.971976979530789,False,False
medianet,2021,12,23044,3334692,154734645.33000004,1.0,1.0,18683.97,70075.39,30254.96,18.857222248645524,2021-12-01,True,19.99819232915947,-17.639642751830962,False,False
medianet,2022,1,21782,2600940,113312551.3699999,0.0,0.0,18352.07,69239.45,29590.12,18.54566050865243,2022-01-01,True,-26.76976049653258,-21.10808707778533,False,False
medianet,2022,2,21225,2507973,113019821.78000005,1.0,1.0,18439.18,70046.45,29554.67,18.54307378412369,2022-02-01,False,-0.2583381862473533,-16.21616848704217,False,False
medianet,2022,3,21091,2722589,123261109.26000008,1.0,1.0,18360.04,71033.33,30176.47,18.629815510921702,2022-03-01,False,9.061496752255827,-21.407564866773154,False,False
medianet,2022,4,20516,2572712,126184252.20999996,1.0,1.0,18559.34,70908.39,29664.74,18.653253723820228,2022-04-01,False,2.3715046599442458,-17.11258348134914,False,False
medianet,2022,5,21009,3982731,172810060.11,2.0,2.0,18436.59,71141.79,29594.13,18.967703636655482,2022-05-01,False,36.95057591053743,62.54269418088478,False,False
medianet,2022,6,19737,2244754,104507070.87,0.0,0.0,18555.11,71391.04,29541.45,18.46476530047653,2022-06-01,False,-39.524891778014904,-9.651253224116441,False,False
medianet,2022,7,22029,2930537,127736374.57999998,0.0,0.0,18550.73,71671.62,29414.37,18.665479132280435,2022-07-01,False,22.227494768172875,3.58087189652454,False,False
medianet,2022,8,22561,2841807,128937579.81000005,1.0,1.0,18588.49,72494.98,29650.81,18.67483897553331,2022-08-01,False,0.9403783643849639,1.3223704415560977,False,False
medianet,2022,9,23359,4821856,194812546.48000005,0.0,0.0,18602.56,72737.82,29507.66,19.08754835921333,2022-09-01,False,51.09058721830524,58.2974168758422,False,False
medianet,2022,10,23769,5123165,201743159.68,1.0,1.0,18689.49,72880.73,29442.38,19.1225059645645,2022-10-01,False,3.5575805179013376,59.782596010149035,False,False
medianet,2022,11,21835,4734487,188072145.8700001,2.0,2.0,18957.9,73420.53,29667.63,19.052336207124018,2022-11-01,False,-6.776444778442325,45.85174175915758,False,False
medianet,2022,12,24303,6038795,239476007.84999996,1.0,1.0,19226.42,75310.32,30190.8,19.29396379798143,2022-12-01,True,27.331990998566802,54.76560361725935,False,False
medianet,2023,1,23766,5127147,189726024.25000003,1.0,1.0,18900.64,74852.72,29932.29,19.06109161711368,2023-01-01,True,-20.774516848953706,67.43601830170334,False,False
medianet,2023,2,23860,4803178,175756121.61999995,1.0,2.0,18878.35,75331.19,29945.17,18.984607925146403,2023-02-01,False,-7.363197898245144,55.50911234147928,False,False
medianet,2023,3,24730,5526982,207701183.76999983,0.0,0.0,18995.92,76768.81,30788.16,19.15161099306695,2023-03-01,False,18.175789187626656,68.5050418716309,False,False
medianet,2023,4,25227,5877941,222115761.39999983,1.0,1.0,19160.14,76697.24,29948.66,19.218709256179825,2023-04-01,False,6.9400555973538,76.02494567257688,False,False
medianet,2023,5,25612,5993406,219304007.4899997,2.0,2.0,19110.34,76539.04,29954.21,19.205969491789237,2023-05-01,False,-1.2658957168449336,26.904653207344854,False,False
medianet,2023,6,25880,5959537,216526841.99,0.0,0.0,19120.12,76519.02,29696.36,19.193225083818177,2023-06-01,False,-1.2663541956142055,107.1887004271178,False,False
medianet,2023,7,26361,6267871,229590026.13000005,0.0,0.0,19149.79,76563.01,29579.5,19.251805785621375,2023-07-01,False,6.033055310806845,79.73739029692766,False,False
medianet,2023,8,26675,6185689,232239587.3400001,1.0,1.0,19249.5,77661.06,29807.87,19.263280105116213,2023-08-01,False,1.1540402057795829,80.117842821483,False,False
medianet,2023,9,24481,5562056,204612790.5300001,0.0,0.0,19304.07,77724.47,29606.27,19.136629929224494,2023-09-01,False,-11.895817214639726,5.0306020977997745,False,False
medianet,2023,10,27672,6155510,219930166.44999984,1.0,1.0,19332.48,77979.61,29676.94,19.20882063324621,2023-10-01,False,7.486030506853347,9.01493106326261,False,False
medianet,2023,11,28366,6372752,237523067.17,2.0,2.0,19305.94,78387.23,29967.92,19.285775305859083,2023-11-01,False,7.999312238050726,26.293591255231142,False,False
medianet,2023,12,28795,7330743,244677371.9799999,1.0,1.0,19818.38,80343.61,30488.99,19.315451055727134,2023-12-01,True,3.012046322591244,2.1719771331990323,False,False
medianet,2024,1,27977,5981674,189735072.1199999,1.0,1.0,19496.48,79308.68,29914.05,19.06113930511142,2024-01-01,True,-22.454998357792988,0.004768913508645944,False,False
medianet,2024,2,28301,6174213,197522949.9999999,1.0,2.0,19507.7,80099.19,29922.63,19.101365343148807,2024-02-01,False,4.104606382458642,12.384677233070573,False,False
medianet,2024,3,28518,6311677,201146297.73,1.0,1.0,19551.16,80747.7,30055.16,19.119543055643923,2024-03-01,False,1.8343932844259836,-3.155921367910197,False,False
medianet,2024,4,29524,6730213,216264220.2999999,0.0,0.0,19659.83,81192.92,29888.51,19.19201146485095,2024-04-01,False,7.515884080696722,-2.634455593388585,False,False
medianet,2024,5,29795,7066002,219881107.4300003,2.0,2.0,19641.13,81633.84,29633.51,19.208597542011884,2024-05-01,False,1.672438984582425,0.2631506585792476,False,False
medianet,2024,6,29742,6938562,210274186.04999992,0.0,0.0,19682.31,82395.4,29738.44,19.16392288967761,2024-06-01,False,-4.369143621426764,-2.8877047679330525,False,False
medianet,2024,7,29801,7049586,218968441.81,0.0,0.0,19647.5,82912.15,29737.02,19.204438180639848,2024-07-01,False,4.134723297862508,-4.626326543464843,False,False
medianet,2024,8,30144,7062704,212731002.33999997,1.0,1.0,19792.52,84163.46,30027.81,19.175539030432255,2024-08-01,False,-2.8485563574555117,-8.40019792639376,False,False
medianet,2024,9,30606,6978413,212361996.3700001,0.0,0.0,19754.7,84617.5,30079.87,19.17380291122037,2024-09-01,False,-0.17346130368440793,3.787253875931973,False,False
medianet,2024,10,31093,7277552,208950876.2999998,1.0,1.0,19866.15,85874.27,30432.59,19.157609745461492,2024-10-01,False,-1.606276136176954,-4.992171072855589,False,False
medianet,2024,11,32311,8753741,317497963.5799999,2.0,2.0,19965.19,86665.57,31044.44,19.575981965504816,2024-11-01,False,51.9486154842224,33.6703703614438,False,False
medianet,2024,12,32216,10455514,394561342.22999984,1.0,1.0,20302.2,88484.87,31461.76,19.793285182308953,2024-12-01,True,24.27208596271273,61.25779798805897,False,False
medianet,2025,1,31735,8499028,290930788.8699999,1.0,1.0,19925.58,88682.12,31282.8,19.488595961350136,2025-01-01,True,-26.26475081778059,53.335271976494546,False,False
medianet,2025,2,31802,8055647,279469763.5300003,0.0,0.0,19866.58,89845.34,31354.5,19.44840466771324,2025-02-01,False,-3.9394336311104006,41.487236561625096,False,False
medianet,2025,3,35847,10267516,369887908.24,1.0,2.0,122366.2,90599.4,31766.8,19.72871056970453,2025-03-01,False,32.35346234523633,83.88999072530929,False,False
medianet,2025,4,36838,10316239,380970134.9999995,1.0,1.0,123384.0,91724.2,31659.8,19.75823154681675,2025-04-01,False,2.996104093461982,76.15957668426196,False,False
medianet,2025,5,37674,11052879,394691441.84,2.0,2.0,125208.9,93182.1,32026.8,19.79361486023591,2025-05-01,False,3.601675191678866,79.50220755807815,False,False
